iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CAN,North America,Canada,1/1/2021,596582,6333,6805.429,16764,79,131.286,15671.518,166.361,178.771,440.371,2.075,3.449,1.06,817,21.462,4212,110.644,,,,,18097623,132528,475.404,3.481,98943,2.599,0.0688,14.5,tests performed,105404,105401,3,,6962,8087,0.28,0.28,0,,212,8087,0.021,72.69,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/2/2021,602396,5814,6867.857,16877,113,131.429,15824.245,152.727,180.411,443.339,2.968,3.452,1.07,814,21.383,3970,104.287,,,,,18229970,132347,478.88,3.477,99556,2.615,0.069,14.5,tests performed,110048,110045,3,,4644,8749,0.29,0.29,0,,230,8748,0.023,72.69,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/3/2021,612021,9625,7450.857,16998,121,126.286,16077.083,252.838,195.725,446.518,3.179,3.317,1.09,840,22.066,4012,105.391,,,,,18342575,112605,481.838,2.958,101386,2.663,0.0735,13.6,tests performed,115256,115253,3,,5208,8977,0.3,0.3,0,,236,8976,0.024,72.69,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,13205.7,4.42,12.06,346.8984496
CAN,North America,Canada,1/4/2021,621738,9717,7943.286,17245,247,145.857,16332.337,255.254,208.661,453.006,6.488,3.831,1.08,833,21.882,4263,111.984,,,,,18430711,88136,484.153,2.315,103185,2.711,0.077,13,tests performed,138858,138855,3,,23602,11402,0.36,0.36,0,,300,11402,0.03,72.69,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/5/2021,629266,7528,7675.143,17410,165,139.143,16530.089,197.752,201.617,457.341,4.334,3.655,1.07,859,22.565,4457,117.08,,,,,18514140,83429,486.345,2.192,103907,2.73,0.0739,13.5,tests performed,156683,156677,6,,17825,12089,0.41,0.41,0,,318,12089,0.032,72.69,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/6/2021,638177,8911,7846.143,17564,154,142.286,16764.171,234.082,206.109,461.386,4.045,3.738,1.06,870,22.854,4651,122.176,,,,,18597612,83472,488.538,2.193,104774,2.752,0.0749,13.4,tests performed,184772,184324,448,,28089,14182,0.49,0.48,0,,373,14118,0.037,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/7/2021,647408,9231,8165.571,17734,170,149.857,17006.659,242.488,214.5,465.852,4.466,3.937,1.04,863,22.67,4592,120.627,,,,,18716320,118708,491.656,3.118,107318,2.819,0.0761,13.1,tests performed,221912,220488,1424,,37140,17639,0.58,0.58,0,,463,17435,0.046,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/8/2021,656298,8890,8530.857,17886,152,160.286,17240.189,233.53,224.096,469.845,3.993,4.211,1.02,873,22.933,4554,119.628,,,,,18851810,135490,495.215,3.559,107741,2.83,0.0792,12.6,tests performed,263780,261086,2694,,41868,22625,0.69,0.69,0.01,,594,22241,0.058,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/9/2021,663188,6890,8684.571,18048,162,167.286,17421.181,180.992,228.134,474.1,4.256,4.394,1,890,23.379,4527,118.919,,,,,18998073,146263,499.057,3.842,109729,2.882,0.0791,12.6,tests performed,299989,296053,3936,,36209,27134,0.79,0.78,0.01,,713,26573,0.07,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/10/2021,669592,6404,8224.429,18178,130,168.571,17589.407,168.226,216.046,477.515,3.415,4.428,0.97,885,23.248,4525,118.867,,,,,19139670,141597,502.777,3.72,113871,2.991,0.0722,13.8,tests performed,323497,319545,3952,,23508,29749,0.85,0.84,0.01,,781,29185,0.077,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,13457.2,4.4,3.85,353.5050634
CAN,North America,Canada,1/11/2021,677012,7420,7896.286,18338,160,156.143,17784.321,194.915,207.426,481.718,4.203,4.102,0.95,894,23.484,4683,123.017,,,,,19260709,121039,505.957,3.18,118571,3.115,0.0666,15,tests performed,361841,357878,3963,,38344,31855,0.95,0.94,0.01,,837,31289,0.082,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/12/2021,683815,6803,7792.714,18519,181,158.429,17963.028,178.707,204.706,486.473,4.755,4.162,0.94,901,23.668,4879,128.166,,,,,19355884,95175,508.457,2.5,120249,3.159,0.0648,15.4,tests performed,393052,387536,5516,,31211,33767,1.03,1.02,0.01,,887,32980,0.087,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/13/2021,690906,7091,7532.714,18680,161,159.429,18149.301,186.272,197.876,490.702,4.229,4.188,0.92,924,24.272,4868,127.877,,,,,19449427,93543,510.914,2.457,121688,3.197,0.0619,16.2,tests performed,423365,410079,13286,,30313,34085,1.11,1.08,0.03,,895,32251,0.085,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/14/2021,697925,7019,7216.714,18811,131,153.857,18333.682,184.381,189.575,494.143,3.441,4.042,0.91,924,24.272,4848,127.351,,,,,19569464,120037,514.067,3.153,121878,3.202,0.0592,16.9,tests performed,466005,449649,16356,,42640,34870,1.22,1.18,0.04,,916,32737,0.086,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/15/2021,704874,6949,6939.429,18952,141,152.286,18516.224,182.542,182.291,497.847,3.704,4,0.9,908,23.852,4787,125.749,,,,,19713708,144244,517.856,3.789,123128,3.234,0.0564,17.7,tests performed,515478,496065,19413,,49473,35957,1.35,1.3,0.05,,945,33568,0.088,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/16/2021,710675,5801,6783.857,19067,115,145.571,18668.609,152.386,178.204,500.868,3.021,3.824,0.89,910,23.905,4706,123.621,,,,,19860051,146343,521.701,3.844,123140,3.235,0.0551,18.2,tests performed,553360,532763,20597,,37882,36196,1.45,1.4,0.05,,951,33816,0.089,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/17/2021,715556,4881,6566.286,19179,112,143,18796.828,128.218,172.489,503.81,2.942,3.756,0.87,894,23.484,4614,121.204,,,,,20001761,141710,525.423,3.723,123156,3.235,0.0533,18.8,tests performed,581955,560100,21855,,28595,36923,1.53,1.47,0.06,,970,34365,0.09,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,13624.7,4.36,2.55,357.9050945
CAN,North America,Canada,1/18/2021,721601,6045,6369.857,19334,155,142.286,18955.623,158.795,167.329,507.882,4.072,3.738,0.86,887,23.3,4645,122.019,,,,,20122360,120599,528.591,3.168,123093,3.234,0.0517,19.3,tests performed,623250,600660,22590,,41295,37344,1.64,1.58,0.06,,981,34683,0.091,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/19/2021,726918,5317,6157.571,19486,152,138.143,19095.294,139.671,161.752,511.875,3.993,3.629,0.86,890,23.379,4683,123.017,,,,,20205977,83617,530.788,2.197,121442,3.19,0.0507,19.7,tests performed,662635,637795,24840,,39385,38512,1.74,1.68,0.07,,1012,35751,0.094,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/20/2021,732755,5837,5978.429,19635,149,136.429,19248.625,153.331,157.046,515.789,3.914,3.584,0.85,891,23.406,4612,121.152,,,,,20285433,79456,532.875,2.087,119429,3.137,0.0501,20,tests performed,705977,667985,37992,,43342,40373,1.85,1.75,0.1,,1061,36844,0.097,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/21/2021,738597,5842,5810.286,19779,144,138.286,19402.088,153.463,152.629,519.571,3.783,3.633,0.85,881,23.143,4490,117.947,,,,,20407889,122456,536.092,3.217,119775,3.146,0.0485,20.6,tests performed,749071,705279,43792,,43094,40438,1.97,1.85,0.12,,1062,36519,0.096,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/22/2021,744265,5668,5627.286,19906,127,136.286,19550.98,148.892,147.822,522.908,3.336,3.58,0.84,874,22.959,4395,115.452,,,,,20546199,138310,539.725,3.633,118927,3.124,0.0473,21.1,tests performed,787098,736970,50128,,38027,38803,2.07,1.94,0.13,,1019,34415,0.09,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/23/2021,748567,4302,5413.143,20011,105,134.857,19663.988,113.009,142.197,525.666,2.758,3.543,0.84,895,23.511,4344,114.112,,,,,20688427,142228,543.461,3.736,118339,3.109,0.0457,21.9,tests performed,814582,760072,54510,,27484,37317,2.14,2,0.14,,980,32473,0.085,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/24/2021,752507,3940,5278.714,20127,116,135.429,19767.488,103.499,138.666,528.713,3.047,3.558,0.83,888,23.327,4204,110.434,,,,,20817447,129020,546.85,3.389,116527,3.061,0.0453,22.1,tests performed,829258,772089,57169,,14676,35329,2.18,2.03,0.15,,928,30284,0.08,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,13828.2,4.34,3.12,363.2508039
CAN,North America,Canada,1/25/2021,757859,5352,5179.714,20243,116,129.857,19908.078,140.591,136.065,531.76,3.047,3.411,0.83,882,23.169,4165,109.41,,,,,20924370,106923,549.659,2.809,114573,3.01,0.0452,22.1,tests performed,852707,787301,65406,,23449,32780,2.24,2.07,0.17,,861,26663,0.07,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/26/2021,762223,4364,5043.571,20354,111,124,20022.716,114.637,132.489,534.676,2.916,3.257,0.82,870,22.854,4215,110.723,,,,,21001832,77462,551.694,2.035,113694,2.987,0.0444,22.5,tests performed,882364,808739,73625,,29657,31390,2.32,2.12,0.19,,825,24421,0.064,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/27/2021,766674,4451,4845.571,20424,70,112.714,20139.638,116.923,127.288,536.515,1.839,2.961,0.82,880,23.117,4087,107.361,,,,,21078482,76650,553.707,2.014,113293,2.976,0.0428,23.4,tests performed,905482,822307,83175,,23118,28501,2.38,2.16,0.22,,749,22046,0.058,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/28/2021,771318,4644,4674.429,20599,175,117.143,20261.631,121.993,122.792,541.112,4.597,3.077,0.82,862,22.644,3975,104.419,,,,,21201895,123413,556.949,3.242,113429,2.98,0.0412,24.3,tests performed,930500,837386,93114,,25018,25918,2.44,2.2,0.24,,681,18872,0.05,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/29/2021,776010,4692,4535,20710,111,114.857,20384.884,123.253,119.129,544.028,2.916,3.017,0.82,859,22.565,3890,102.186,,,,,21334846,132951,560.442,3.492,112664,2.96,0.0403,24.8,tests performed,952276,849720,102556,,21776,23597,2.5,2.23,0.27,,620,16107,0.042,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/30/2021,779713,3703,4449.429,20796,86,112.143,20482.158,97.274,116.881,546.287,2.259,2.946,0.82,834,21.908,3797,99.743,,,,,21471772,136926,564.039,3.597,111906,2.94,0.0398,25.2,tests performed,967430,856362,111068,,15154,21835,2.54,2.25,0.29,,574,13756,0.036,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,1/31/2021,782916,3203,4344.143,20872,76,106.429,20566.297,84.139,114.116,548.283,1.996,2.796,0.82,825,21.672,3617,95.014,,,,,21593178,121406,567.228,3.189,110819,2.911,0.0392,25.5,tests performed,972603,858979,113624,,5173,20478,2.55,2.26,0.3,,538,12413,0.033,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,14038.7,4.32,3.27,368.7803952
CAN,North America,Canada,2/1/2021,786927,4011,4152.571,20956,84,101.857,20671.661,105.364,109.083,550.49,2.207,2.676,0.82,819,21.514,3610,94.831,,,,,21695238,102060,569.909,2.681,110124,2.893,0.0377,26.5,tests performed,990915,872708,118207,,18312,19744,2.6,2.29,0.31,,519,12201,0.032,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/2/2021,790557,3630,4047.714,21034,78,97.143,20767.017,95.356,106.329,552.539,2.049,2.552,0.82,799,20.989,3649,95.855,,,,,21765562,70324,571.756,1.847,109104,2.866,0.0371,27,tests performed,1002530,879389,123141,,11615,17167,2.63,2.31,0.32,,451,10093,0.027,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/3/2021,794158,3601,3926.286,21132,98,101.143,20861.611,94.594,103.139,555.113,2.574,2.657,0.82,788,20.7,3486,91.573,,,,,21837984,72422,573.659,1.902,108500,2.85,0.0362,27.6,tests performed,1016197,883703,132494,,13667,15816,2.67,2.32,0.35,,415,8771,0.023,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/4/2021,798087,3929,3824.143,21223,91,89.143,20964.821,103.21,100.456,557.504,2.39,2.342,0.82,770,20.227,3432,90.155,,,,,21947836,109852,576.544,2.886,106563,2.799,0.0359,27.9,tests performed,1035774,890725,145049,,19577,15039,2.72,2.34,0.38,,395,7620,0.02,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/5/2021,802051,3964,3720.143,21289,66,82.714,21068.951,104.13,97.724,559.237,1.734,2.173,0.83,758,19.912,3312,87.002,,,,,22072745,124909,579.825,3.281,105414,2.769,0.0353,28.3,tests performed,1059347,900973,158374,,23573,15296,2.78,2.37,0.42,,402,7322,0.019,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/6/2021,805022,2971,3615.571,21351,62,79.286,21146.996,78.045,94.977,560.866,1.629,2.083,0.83,747,19.623,3188,83.745,,,,,22196761,124016,583.083,3.258,103570,2.721,0.0349,28.6,tests performed,1080961,908824,172137,,21614,16219,2.84,2.39,0.45,,426,7495,0.02,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/7/2021,807600,2578,3526.286,21411,60,77,21214.717,67.721,92.631,562.442,1.576,2.023,0.83,750,19.702,3058,80.33,,,,,22318959,122198,586.293,3.21,103683,2.724,0.034,29.4,tests performed,1094816,914887,179929,,13855,17459,2.88,2.4,0.47,,459,7987,0.021,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,14272.2,4.31,3.75,374.9141698
CAN,North America,Canada,2/8/2021,811108,3508,3454.429,21465,54,72.714,21306.868,92.151,90.744,563.861,1.419,1.91,0.84,742,19.491,3029,79.568,,,,,22418263,99304,588.902,2.609,103289,2.713,0.0334,29.9,tests performed,1116233,925353,190880,,21417,17903,2.93,2.43,0.5,,470,7521,0.02,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/9/2021,814055,2947,3356.857,21538,73,72,21384.282,77.414,88.181,565.778,1.918,1.891,0.84,702,18.441,2997,78.728,,,,,22484611,66348,590.645,1.743,102721,2.698,0.0327,30.6,tests performed,1143038,934799,208239,,26805,20073,3,2.46,0.55,,527,7916,0.021,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/10/2021,817664,3609,3358,21615,77,69,21479.087,94.804,88.211,567.801,2.023,1.813,0.85,697,18.309,2975,78.15,,,,,22557097,72486,592.549,1.904,102730,2.699,0.0327,30.6,tests performed,1172962,944486,228476,,29924,22395,3.08,2.48,0.6,,588,8683,0.023,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/11/2021,821040,3376,3279,21700,85,68.143,21567.77,88.684,86.136,570.034,2.233,1.79,0.86,667,17.521,2816,73.973,,,,,22671229,114132,595.547,2.998,103342,2.715,0.0317,31.5,tests performed,1206692,957134,249555,3,33730,24417,3.17,2.51,0.66,0,641,9487,0.025,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/12/2021,824350,3310,3185.571,21767,67,68.286,21654.72,86.95,83.681,571.794,1.76,1.794,0.86,647,16.996,2638,69.297,,,,,22800850,129621,598.952,3.405,104015,2.732,0.0306,32.7,tests performed,1244168,971187,272976,5,37476,26403,3.27,2.55,0.72,0,694,10031,0.026,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/13/2021,826871,2521,3121.286,21830,63,68.429,21720.944,66.224,81.993,573.449,1.655,1.798,0.87,629,16.523,2608,68.509,,,,,22922404,121554,602.145,3.193,103663,2.723,0.0301,33.2,tests performed,1278201,983857,294339,5,34033,28177,3.36,2.58,0.77,0,740,10719,0.028,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/14/2021,829081,2210,3068.714,21862,32,64.429,21778.998,58.054,80.612,574.289,0.841,1.692,0.87,630,16.549,2503,65.751,,,,,23040160,117756,605.238,3.093,103029,2.706,0.0298,33.6,tests performed,1294437,986212,308220,5,16236,28517,3.4,2.59,0.81,0,749,10189,0.027,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,14127.7,4.18,-2.32,371.1183221
CAN,North America,Canada,2/15/2021,831049,1968,2848.714,21899,37,62,21830.695,51.697,74.832,575.261,0.972,1.629,0.88,637,16.733,2542,66.775,,,,,23138775,98615,607.829,2.591,102930,2.704,0.0277,36.1,tests performed,1305088,987931,317152,5,10651,26979,3.43,2.6,0.83,0,709,8940,0.023,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/16/2021,835027,3978,2996,21970,71,61.714,21935.193,104.497,78.701,577.126,1.865,1.621,0.9,646,16.97,2531,66.486,,,,,23209222,70447,609.679,1.851,103516,2.719,0.0289,34.6,tests performed,1331046,996479,334562,5,25958,26858,3.5,2.62,0.88,0,706,8811,0.023,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/17/2021,837888,2861,2889.143,22012,42,56.714,22010.348,75.155,75.894,578.23,1.103,1.49,0.91,641,16.838,2504,65.777,,,,,23277743,68521,611.479,1.8,102949,2.704,0.0281,35.6,tests performed,1352501,1001415,351081,5,21455,25648,3.55,2.63,0.92,0,674,8133,0.021,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/18/2021,841338,3450,2899.714,22047,35,49.571,22100.975,90.628,76.172,579.149,0.919,1.302,0.93,612,16.077,2497,65.593,,,,,23366022,88279,613.798,2.319,99256,2.607,0.0292,34.2,tests performed,1380041,1009196,370840,5,27540,24764,3.63,2.65,0.97,0,651,7437,0.02,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/19/2021,844483,3145,2876.143,22094,47,46.714,22183.591,82.616,75.553,580.384,1.235,1.227,0.93,597,15.682,2375,62.389,,,,,23486748,120726,616.97,3.171,97985,2.574,0.0294,34.1,tests performed,1430536,1034975,395554,7,50495,26624,3.76,2.72,1.04,0,699,9113,0.024,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/20/2021,847056,2573,2883.571,22135,41,43.571,22251.18,67.59,75.748,581.461,1.077,1.145,0.94,574,15.078,2335,61.338,,,,,23616086,129338,620.367,3.398,99097,2.603,0.0291,34.4,tests performed,1482365,1069018,413336,11,51829,29166,3.89,2.81,1.09,0,766,12166,0.032,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/21/2021,849464,2408,2911.857,22176,41,44.857,22314.436,63.255,76.491,582.538,1.077,1.178,0.95,585,15.367,2274,59.735,,,,,23728396,112310,623.317,2.95,98319,2.583,0.0296,33.8,tests performed,1523672,1097797,425863,12,41307,32748,4,2.88,1.12,0,860,15941,0.042,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,13919.2,4.05,-3.35,365.6412685
CAN,North America,Canada,2/22/2021,853038,3574,3141.286,22229,53,47.143,22408.321,93.885,82.518,583.93,1.392,1.238,0.96,595,15.63,2273,59.709,,,,,23823141,94745,625.806,2.489,97767,2.568,0.0321,31.1,tests performed,1585896,1127804,458079,13,62224,40115,4.17,2.96,1.2,0,1054,19982,0.052,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/23/2021,856061,3023,3004.857,22272,43,43.143,22487.731,79.411,78.934,585.06,1.13,1.133,0.96,604,15.866,2360,61.994,,,,,23892820,69679,627.637,1.83,97657,2.565,0.0308,32.5,tests performed,1635545,1158560,476972,13,49649,43500,4.3,3.04,1.25,0,1143,23154,0.061,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/24/2021,859120,3059,3033.143,22322,50,44.286,22568.088,80.356,79.677,586.373,1.313,1.163,0.96,617,16.208,2255,59.236,,,,,23961860,69040,629.45,1.814,97731,2.567,0.031,32.2,tests performed,1682122,1190373,491736,13,46577,47089,4.42,3.13,1.29,0,1237,26994,0.071,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/25/2021,862273,3153,2990.714,22370,48,46.143,22650.913,82.826,78.563,587.634,1.261,1.212,0.97,604,15.866,2193,57.608,,,,,24077706,115846,632.493,3.043,101669,2.671,0.0294,34,tests performed,1740987,1232120,508854,13,58865,51564,4.57,3.24,1.34,0,1355,31846,0.084,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/26/2021,865388,3115,2986.429,22404,34,44.286,22732.741,81.827,78.45,588.527,0.893,1.163,0.97,605,15.893,2163,56.82,,,,,24205430,127724,635.849,3.355,102669,2.697,0.0291,34.4,tests performed,1809401,1287658,521730,13,68414,54124,4.75,3.38,1.37,0,1422,36098,0.095,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/27/2021,867890,2502,2976.286,22440,36,43.571,22798.465,65.725,78.184,589.473,0.946,1.145,0.98,585,15.367,2126,55.848,,,,,24328417,122987,639.079,3.231,101762,2.673,0.0292,34.2,tests performed,1871736,1341894,529829,13,62335,55624,4.92,3.53,1.39,0,1461,38982,0.102,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2/28/2021,870027,2137,2937.571,22459,19,40.429,22854.602,56.137,77.167,589.972,0.499,1.062,0.98,601,15.788,2069,54.35,,,,,24444017,115600,642.116,3.037,102232,2.686,0.0287,34.8,tests performed,1917698,1382137,535548,13,45962,56289,5.04,3.63,1.41,0,1479,40620,0.107,75.46,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,13604.7,3.89,-5.1,357.3797177
